x,y,species logistic values
427.0,427.0,0.09228363
428.0,428.0,0.002418054
429.0,429.0,0.0011332458
430.0,430.0,0.0035629459
431.0,431.0,0.0047069485
432.0,432.0,3.1558788E-4
433.0,433.0,0.015445422
434.0,434.0,0.0030429107
435.0,435.0,0.0050489604
436.0,436.0,5.0200016E-4
437.0,437.0,0.0041208686
438.0,438.0,0.45497593
439.0,439.0,1.7359626E-4
440.0,440.0,0.004326038
441.0,441.0,0.018185236
442.0,442.0,7.721512E-4
443.0,443.0,0.016995221
444.0,444.0,0.038385075
445.0,445.0,0.007979524
446.0,446.0,3.4574082E-4
447.0,447.0,0.02605123
448.0,448.0,0.027314836
449.0,449.0,6.833953E-4
450.0,450.0,0.011376922
451.0,451.0,0.012101939
452.0,452.0,5.1300165E-5
453.0,453.0,0.026060771
454.0,454.0,0.0010306021
455.0,455.0,7.9508856E-5
456.0,456.0,0.0013162334
457.0,457.0,0.0031197118
458.0,458.0,0.029373484
459.0,459.0,0.027626859
460.0,460.0,0.019481843
461.0,461.0,0.02328582
462.0,462.0,0.3115233
463.0,463.0,1.3877288E-4
464.0,464.0,6.09306E-4
465.0,465.0,0.23974758
466.0,466.0,0.0015080948
467.0,467.0,0.031925496
468.0,468.0,0.030574301
469.0,469.0,0.5049437
470.0,470.0,6.709229E-4
471.0,471.0,0.020417627
472.0,472.0,0.5173195
473.0,473.0,0.0027764342
474.0,474.0,0.002167397
475.0,475.0,0.00128776
476.0,476.0,0.020878876
477.0,477.0,0.005034658
478.0,478.0,0.011420472
479.0,479.0,0.458316
480.0,480.0,0.049715366
481.0,481.0,0.0011073905
482.0,482.0,0.045689527
483.0,483.0,0.0035813984
484.0,484.0,8.6093764E-4
485.0,485.0,0.021185296
486.0,486.0,0.41576362
487.0,487.0,0.5229018
488.0,488.0,0.030123703
489.0,489.0,1.8693939E-4
490.0,490.0,0.46145874
491.0,491.0,0.023036715
492.0,492.0,0.015809266
493.0,493.0,0.0037163845
494.0,494.0,0.01760508
495.0,495.0,0.0032436855
496.0,496.0,0.003917564
497.0,497.0,0.015608676
498.0,498.0,0.027501604
499.0,499.0,0.026029756
500.0,500.0,0.0029443174
501.0,501.0,0.017239846
502.0,502.0,0.27665436
503.0,503.0,0.002992919
504.0,504.0,0.09053437
505.0,505.0,0.012774953
506.0,506.0,0.23519337
507.0,507.0,0.007428028
508.0,508.0,6.862634E-5
509.0,509.0,0.28851736
510.0,510.0,7.528253E-4
511.0,511.0,0.007897228
512.0,512.0,1.6477233E-4
513.0,513.0,0.026121141
514.0,514.0,0.001446698
515.0,515.0,0.016759716
516.0,516.0,0.025146112
517.0,517.0,0.0036585913
518.0,518.0,0.28682506
519.0,519.0,5.070252E-4
520.0,520.0,0.010622385
521.0,521.0,0.008846813
522.0,522.0,7.496638E-5
523.0,523.0,0.026790945
524.0,524.0,0.33288833
525.0,525.0,0.40390298
526.0,526.0,0.02248205
527.0,527.0,0.4408278
528.0,528.0,0.0038617009
529.0,529.0,0.022413716
530.0,530.0,0.0019294585
531.0,531.0,0.023386775
532.0,532.0,0.2017755
533.0,533.0,0.01630181
534.0,534.0,0.045179784
535.0,535.0,0.02790243
536.0,536.0,0.019298036
537.0,537.0,0.521614
538.0,538.0,0.005523873
539.0,539.0,0.030449467
540.0,540.0,0.04081533
541.0,541.0,0.0033529752
542.0,542.0,0.3946494
543.0,543.0,0.021532426
544.0,544.0,0.021144012
545.0,545.0,1.4208347E-4
546.0,546.0,0.005815648
547.0,547.0,0.28709456
548.0,548.0,1.0841353E-4
549.0,549.0,0.0085307555
550.0,550.0,0.0017703711
551.0,551.0,0.017638262
552.0,552.0,0.24207023
553.0,553.0,0.026397
554.0,554.0,0.03266507
555.0,555.0,9.919861E-4
556.0,556.0,8.387208E-4
557.0,557.0,0.29337367
558.0,558.0,0.02917045
559.0,559.0,0.022352517
560.0,560.0,9.7101634E-5
561.0,561.0,4.944061E-5
562.0,562.0,0.02645467
563.0,563.0,7.842584E-5
564.0,564.0,1.7883221E-4
565.0,565.0,0.005010951
566.0,566.0,0.12828155
567.0,567.0,0.13689229
568.0,568.0,0.029569188
569.0,569.0,0.015368587
570.0,570.0,0.05394943
571.0,571.0,0.0019066745
572.0,572.0,1.7692451E-4
573.0,573.0,0.0028099995
574.0,574.0,0.0017499344
575.0,575.0,5.4301694E-4
576.0,576.0,0.005836592
577.0,577.0,1.3834926E-4
578.0,578.0,0.024699496
579.0,579.0,0.391611
580.0,580.0,0.3483589
581.0,581.0,0.019009825
582.0,582.0,0.0041074953
583.0,583.0,0.0048038475
584.0,584.0,0.021610705
585.0,585.0,0.0028017547
586.0,586.0,0.4242903
587.0,587.0,2.078425E-4
588.0,588.0,9.281133E-4
589.0,589.0,0.0030520651
590.0,590.0,1.9323244E-4
591.0,591.0,1.8592655E-4
592.0,592.0,0.007838203
593.0,593.0,0.023747994
594.0,594.0,0.10406001
595.0,595.0,0.20887986
596.0,596.0,0.054920275
597.0,597.0,0.0071450192
598.0,598.0,0.032398213
599.0,599.0,0.0068971426
600.0,600.0,0.012001393
601.0,601.0,0.028163085
602.0,602.0,0.1456603
603.0,603.0,0.01699547
604.0,604.0,0.57099444
605.0,605.0,0.0010739148
606.0,606.0,0.008417753
607.0,607.0,0.004390419
608.0,608.0,0.023473397
609.0,609.0,0.3092416
610.0,610.0,0.02954191
611.0,611.0,0.0035007708
612.0,612.0,2.8808293E-4
613.0,613.0,0.012845059
614.0,614.0,0.0030725643
615.0,615.0,1.6729433E-4
616.0,616.0,0.03347965
617.0,617.0,0.001647857
618.0,618.0,0.028219821
619.0,619.0,0.03630776
620.0,620.0,0.003925721
621.0,621.0,0.0062878453
622.0,622.0,0.4691786
623.0,623.0,0.0013336915
624.0,624.0,0.29416654
625.0,625.0,1.3429324E-4
626.0,626.0,0.0045398264
627.0,627.0,0.027571939
628.0,628.0,0.17584671
629.0,629.0,0.5276771
630.0,630.0,0.0070104813
631.0,631.0,0.035302866
632.0,632.0,0.11781634
633.0,633.0,0.0038690956
634.0,634.0,1.6106866E-4
635.0,635.0,0.19917366
636.0,636.0,1.3236956E-4
637.0,637.0,0.026446005
638.0,638.0,0.017479327
639.0,639.0,0.0036879927
640.0,640.0,0.010797929
641.0,641.0,0.005694331
642.0,642.0,0.027018147
643.0,643.0,0.05499372
644.0,644.0,0.0054917536
645.0,645.0,0.3838453
646.0,646.0,1.5449667E-4
647.0,647.0,0.023822218
648.0,648.0,0.011993709
649.0,649.0,0.0011703639
650.0,650.0,0.103761934
651.0,651.0,0.01255673
652.0,652.0,0.020597905
653.0,653.0,0.22839741
654.0,654.0,0.012362608
655.0,655.0,0.003303782
656.0,656.0,0.014880555
657.0,657.0,8.86635E-5
658.0,658.0,0.031771634
659.0,659.0,0.022687826
660.0,660.0,0.012500292
661.0,661.0,0.0074788225
662.0,662.0,0.40870827
663.0,663.0,0.03349813
664.0,664.0,0.024613257
665.0,665.0,0.0126845185
666.0,666.0,0.24756214
667.0,667.0,0.00775404
668.0,668.0,0.17602676
669.0,669.0,0.019665709
670.0,670.0,0.32195833
671.0,671.0,0.013361325
672.0,672.0,0.004152265
673.0,673.0,0.002090732
674.0,674.0,0.022486681
675.0,675.0,0.0043656505
676.0,676.0,0.0032793796
677.0,677.0,0.003301449
678.0,678.0,5.227968E-4
679.0,679.0,2.1352433E-4
680.0,680.0,0.43023166
681.0,681.0,0.008415674
682.0,682.0,0.012954891
683.0,683.0,0.010364929
684.0,684.0,0.03170279
685.0,685.0,0.0028080093
686.0,686.0,0.012840296
687.0,687.0,0.5349851
688.0,688.0,0.0017272912
689.0,689.0,0.023850342
690.0,690.0,8.8371517E-4
691.0,691.0,0.002416003
692.0,692.0,0.41361997
693.0,693.0,0.0033050913
694.0,694.0,0.0027797886
695.0,695.0,1.9371508E-4
696.0,696.0,0.012744425
697.0,697.0,1.2402976E-4
698.0,698.0,0.4580915
699.0,699.0,0.0013287968
700.0,700.0,0.041956577
701.0,701.0,0.012927463
702.0,702.0,0.042507347
703.0,703.0,0.0020196838
704.0,704.0,0.0011849855
705.0,705.0,0.013152398
706.0,706.0,0.19131835
707.0,707.0,1.4425679E-4
708.0,708.0,0.026487894
709.0,709.0,0.027261712
710.0,710.0,0.0015949042
711.0,711.0,0.02816131
712.0,712.0,0.073156744
713.0,713.0,0.019580703
714.0,714.0,0.0072251176
715.0,715.0,0.0044177156
716.0,716.0,0.047944255
717.0,717.0,0.0015937792
718.0,718.0,1.656127E-5
719.0,719.0,0.004891476
720.0,720.0,0.011692765
721.0,721.0,0.023097137
722.0,722.0,0.022282999
723.0,723.0,0.026270492
724.0,724.0,0.032346044
725.0,725.0,0.46882978
726.0,726.0,0.027829437
727.0,727.0,2.7409877E-4
728.0,728.0,0.0017301713
729.0,729.0,0.0124558555
730.0,730.0,0.027165506
731.0,731.0,0.0015041694
732.0,732.0,8.557171E-4
733.0,733.0,0.009472815
734.0,734.0,0.08605508
735.0,735.0,0.024134822
736.0,736.0,0.0017092911
737.0,737.0,5.918132E-4
738.0,738.0,0.14584193
739.0,739.0,5.004277E-4
740.0,740.0,0.0029481102
741.0,741.0,8.965399E-5
742.0,742.0,0.01877714
743.0,743.0,0.0015457441
744.0,744.0,0.021226007
745.0,745.0,0.048370667
746.0,746.0,1.8656101E-4
747.0,747.0,0.02694853
748.0,748.0,0.13181788
749.0,749.0,1.658933E-4
750.0,750.0,0.37285444
751.0,751.0,0.0016394493
752.0,752.0,4.1064757E-4
753.0,753.0,0.0022391537
754.0,754.0,0.049264148
755.0,755.0,0.0028137683
756.0,756.0,0.0033243338
757.0,757.0,1.7306002E-4
758.0,758.0,0.0023892175
759.0,759.0,0.034311023
760.0,760.0,1.9329859E-4
761.0,761.0,0.3084346
762.0,762.0,0.0031932406
763.0,763.0,0.04554424
764.0,764.0,0.0032723506
765.0,765.0,3.7416987E-5
766.0,766.0,0.08464328
767.0,767.0,0.015535916
768.0,768.0,0.058076527
769.0,769.0,0.001024448
770.0,770.0,0.018399196
771.0,771.0,0.023464378
772.0,772.0,0.025770543
773.0,773.0,0.0011152411
774.0,774.0,0.008857074
775.0,775.0,0.02553811
776.0,776.0,0.02581853
777.0,777.0,0.1444286
778.0,778.0,0.010066864
779.0,779.0,0.0017770514
780.0,780.0,0.0035030649
781.0,781.0,0.009973574
782.0,782.0,0.0015455986
783.0,783.0,0.027738925
784.0,784.0,0.026839765
785.0,785.0,0.0041395337
786.0,786.0,9.135276E-5
787.0,787.0,0.2541274
788.0,788.0,0.22788143
789.0,789.0,0.06100981
790.0,790.0,0.0034648492
791.0,791.0,8.958015E-5
792.0,792.0,0.47233728
793.0,793.0,0.022881383
794.0,794.0,0.0013145101
795.0,795.0,8.1882474E-4
796.0,796.0,1.659633E-4
797.0,797.0,2.5958816E-5
798.0,798.0,0.48653942
799.0,799.0,1.7021154E-4
800.0,800.0,0.3135512
801.0,801.0,0.0013241486
802.0,802.0,0.03891623
803.0,803.0,0.019827697
804.0,804.0,0.20623976
805.0,805.0,1.8556006E-4
806.0,806.0,0.0028030805
807.0,807.0,0.013278278
808.0,808.0,0.007585955
809.0,809.0,0.003229192
810.0,810.0,0.51895475
811.0,811.0,0.5154737
812.0,812.0,0.003104413
813.0,813.0,0.29269752
814.0,814.0,0.030384606
815.0,815.0,0.020527387
816.0,816.0,0.0021758638
817.0,817.0,0.0012327764
818.0,818.0,0.55863166
819.0,819.0,0.06160454
820.0,820.0,0.002511232
821.0,821.0,0.19524662
822.0,822.0,0.07986134
823.0,823.0,0.00763682
824.0,824.0,0.40229636
825.0,825.0,0.0019097752
826.0,826.0,1.6867556E-4
827.0,827.0,0.011126937
828.0,828.0,0.015159767
829.0,829.0,0.0015909215
830.0,830.0,0.19027762
831.0,831.0,0.12499558
832.0,832.0,0.03258879
833.0,833.0,0.42274663
834.0,834.0,0.027983388
835.0,835.0,0.064468764
836.0,836.0,0.00578479
837.0,837.0,0.33698052
838.0,838.0,0.0016277111
839.0,839.0,0.019540826
840.0,840.0,7.46415E-4
841.0,841.0,0.0017786808
842.0,842.0,0.050139204
843.0,843.0,3.9678736E-5
844.0,844.0,0.001873858
845.0,845.0,0.024853807
846.0,846.0,0.0128681315
847.0,847.0,0.045113917
848.0,848.0,0.004381722
849.0,849.0,0.005175993
850.0,850.0,0.0040321755
851.0,851.0,0.02650146
852.0,852.0,0.02159793
853.0,853.0,9.882012E-4
854.0,854.0,0.044053026
855.0,855.0,0.028923558
856.0,856.0,0.023469007
857.0,857.0,0.0015002082
858.0,858.0,0.0037577762
859.0,859.0,0.0012581609
860.0,860.0,0.34689116
861.0,861.0,0.019291224
862.0,862.0,0.016780334
863.0,863.0,0.0012126934
864.0,864.0,0.05221196
865.0,865.0,0.0032867023
866.0,866.0,0.05299811
867.0,867.0,0.003504829
868.0,868.0,0.011666246
869.0,869.0,0.028224092
870.0,870.0,0.013308616
871.0,871.0,0.022738459
872.0,872.0,0.017994836
873.0,873.0,0.0024881132
874.0,874.0,0.043117017
875.0,875.0,0.06569822
876.0,876.0,0.0028034293
877.0,877.0,0.5132844
878.0,878.0,0.46548596
879.0,879.0,0.0029056151
880.0,880.0,0.49829808
881.0,881.0,0.1385868
882.0,882.0,0.18270048
883.0,883.0,0.012643402
884.0,884.0,0.45446327
885.0,885.0,0.24966897
886.0,886.0,2.190232E-4
887.0,887.0,6.9186656E-4
888.0,888.0,4.8604245E-5
889.0,889.0,1.4808023E-4
890.0,890.0,0.011809009
891.0,891.0,0.07274502
892.0,892.0,0.014066149
893.0,893.0,0.042234436
894.0,894.0,0.0028311142
895.0,895.0,1.631346E-4
896.0,896.0,0.015207823
897.0,897.0,0.4121367
898.0,898.0,0.03191424
899.0,899.0,0.26020125
900.0,900.0,0.13558921
901.0,901.0,0.2912364
902.0,902.0,0.0030803396
903.0,903.0,0.011602162
904.0,904.0,0.094706275
905.0,905.0,2.752165E-4
906.0,906.0,0.1192183
907.0,907.0,6.974519E-5
908.0,908.0,0.0018550119
909.0,909.0,0.012405725
910.0,910.0,0.001247148
911.0,911.0,0.13624823
912.0,912.0,2.2169414E-4
913.0,913.0,0.0035925717
914.0,914.0,0.018461635
915.0,915.0,0.23119786
916.0,916.0,4.459267E-5
917.0,917.0,0.0024985631
918.0,918.0,0.4662485
919.0,919.0,7.1029697E-4
920.0,920.0,0.0099939285
921.0,921.0,0.029788094
922.0,922.0,0.0012927376
923.0,923.0,0.019234844
924.0,924.0,0.077827014
925.0,925.0,8.636177E-4
926.0,926.0,0.0028553882
927.0,927.0,0.006808386
928.0,928.0,0.0028381906
929.0,929.0,2.9360224E-4
930.0,930.0,0.0019381108
931.0,931.0,0.037830506
932.0,932.0,0.04213277
933.0,933.0,0.039705098
934.0,934.0,1.8290935E-4
935.0,935.0,0.02048115
936.0,936.0,0.02116103
937.0,937.0,0.0026123666
938.0,938.0,0.008753033
939.0,939.0,0.001722116
940.0,940.0,0.123033315
941.0,941.0,0.003997632
942.0,942.0,0.18646401
943.0,943.0,0.013537132
944.0,944.0,0.01022105
945.0,945.0,0.48703414
946.0,946.0,0.02332496
947.0,947.0,0.0117335105
948.0,948.0,0.461238
949.0,949.0,0.16208324
950.0,950.0,0.020839075
951.0,951.0,0.001551627
952.0,952.0,0.19069785
953.0,953.0,0.02026876
954.0,954.0,0.011423051
955.0,955.0,0.032294374
