"full.name" "PA" "run" "algo" "expl.var" "rand" "var.imp"
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_4" 2 0.105136
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_5" 2 0.079361
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_14" 2 0.053177
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_12" 3 0.08944
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_10" 3 0.076176
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_15" 3 0.0440739999999999
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_16" 3 0.060211
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_4" 3 0.10363
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_5" 3 0.079407
"MelQuin_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_14" 3 0.054152
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_12" 1 1
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_10" 1 0.466078
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_15" 1 0.057235
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_16" 1 0.33055
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_4" 1 0.330148
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_5" 1 0.511043
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_14" 1 0.020292
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_12" 2 1
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_10" 2 0.480856
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_15" 2 0.059687
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_16" 2 0.29473
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_4" 2 0.331042
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_5" 2 0.577376
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_14" 2 0.0237540000000001
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_12" 3 0.990957
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_10" 3 0.467622
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_15" 3 0.061924
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_16" 3 0.303158
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_4" 3 0.303109
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_5" 3 0.542996
"MelQuin_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_14" 3 0.023044
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_12" 1 0.100099
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_10" 1 0.068385
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_15" 1 0.040183
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_16" 1 0.045589
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_4" 1 0.103952
"MelQuin_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_5" 1 0.090132
