"full.name" "PA" "run" "algo" "expl.var" "rand" "var.imp"
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_18" 1 0.084072
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_1" 2 0.058513
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_2" 2 0.046878
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_5" 2 0.079937
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_6" 2 0.071804
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_7" 2 0.0550890000000001
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_8" 2 0.052669
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_14" 2 0.096376
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_18" 2 0.081574
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_1" 3 0.0576100000000001
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_2" 3 0.046597
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_5" 3 0.079589
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_6" 3 0.075952
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_7" 3 0.054092
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_8" 3 0.053629
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_14" 3 0.09309
"MR_allData_RUN3_RF" "allData" "RUN3" "RF" "wc2.1_10m_bio_18" 3 0.080151
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_1" 1 0.777197
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_2" 1 0.102607
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_5" 1 0.755639
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_6" 1 0.878619
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_7" 1 1
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_8" 1 0.643329
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_14" 1 0.180964
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_18" 1 0.063723
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_1" 2 0.774697
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_2" 2 0.110019
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_5" 2 0.75443
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_6" 2 0.908754
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_7" 2 1
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_8" 2 0.643732
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_14" 2 0.183504
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_18" 2 0.067099
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_1" 3 0.812683
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_2" 3 0.098706
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_5" 3 0.726673
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_6" 3 0.902202
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_7" 3 1
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_8" 3 0.645466
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_14" 3 0.17521
"MR_allData_RUN4_GLM" "allData" "RUN4" "GLM" "wc2.1_10m_bio_18" 3 0.058994
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_1" 1 0.068338
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_2" 1 0.049369
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_5" 1 0.085885
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_6" 1 0.081328
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_7" 1 0.059832
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_8" 1 0.055381
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_14" 1 0.074994
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_18" 1 0.071083
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_1" 2 0.071458
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_2" 2 0.047163
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_5" 2 0.080155
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_6" 2 0.078142
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_7" 2 0.057354
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_8" 2 0.054304
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_14" 2 0.080904
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_18" 2 0.070709
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_1" 3 0.071692
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_2" 3 0.051464
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_5" 3 0.081425
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_6" 3 0.082538
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_7" 3 0.061288
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_8" 3 0.056349
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_14" 3 0.077138
"MR_allData_RUN4_RF" "allData" "RUN4" "RF" "wc2.1_10m_bio_18" 3 0.07009
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_1" 1 0.756221
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_2" 1 0.005992
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_5" 1 0.7359
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_6" 1 0.922834
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_7" 1 1
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_8" 1 0.651769
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_14" 1 0.175191
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_18" 1 0.068596
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_1" 2 0.773299
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_2" 2 0.00559699999999996
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_5" 2 0.716159
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_6" 2 0.898989
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_7" 2 1
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_8" 2 0.615154
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_14" 2 0.184703
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_18" 2 0.068088
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_1" 3 0.784834
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_2" 3 0.00612299999999999
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_5" 3 0.724933
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_6" 3 0.892587
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_7" 3 1
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_8" 3 0.654486
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_14" 3 0.183842
"MR_allData_RUN5_GLM" "allData" "RUN5" "GLM" "wc2.1_10m_bio_18" 3 0.066006
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_1" 1 0.066889
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_2" 1 0.049135
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_5" 1 0.081991
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_6" 1 0.091683
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_7" 1 0.058481
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_8" 1 0.043458
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_14" 1 0.0959100000000001
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_18" 1 0.074565
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_1" 2 0.068812
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_2" 2 0.04871
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_5" 2 0.080556
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_6" 2 0.090881
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_7" 2 0.060403
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_8" 2 0.043865
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_14" 2 0.0904740000000001
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_18" 2 0.077725
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_1" 3 0.069412
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_2" 3 0.048638
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_5" 3 0.081276
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_6" 3 0.092902
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_7" 3 0.0575639999999999
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_8" 3 0.045005
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_14" 3 0.10461
"MR_allData_RUN5_RF" "allData" "RUN5" "RF" "wc2.1_10m_bio_18" 3 0.078651
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_1" 1 0.766757
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_2" 1 0.0114570000000001
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_5" 1 0.756726
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_6" 1 0.910001
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_7" 1 1
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_8" 1 0.695484
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_14" 1 0.103347
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_18" 1 0.069898
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_1" 2 0.749484
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_2" 2 0.010987
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_5" 2 0.755563
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_6" 2 0.873717
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_7" 2 1
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_8" 2 0.697562
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_14" 2 0.11409
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_18" 2 0.068144
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_1" 3 0.772761
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_2" 3 0.011028
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_5" 3 0.725293
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_6" 3 0.904469
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_7" 3 1
"MR_allData_RUN6_GLM" "allData" "RUN6" "GLM" "wc2.1_10m_bio_8" 3 0.662715
